# Expanded local starter context model. Format: 2-4 words, then integer weight.
# Personal profile data always outranks this generic model.
начала	делать	150
он	думает	150
он	знает	150
он	понимает	150
он	считает	150
она	думает	150
она	знает	150
она	понимает	150
она	считает	150
они	думают	150
они	знают	150
они	понимают	150
они	сделали	150
они	сказали	150
они	считают	150
планирую	сделать	150
помню	что	150
понимаем	что	150
понимаете	что	150
понимаешь	что	150
понимают	что	150
проверила	результат	150
пытаюсь	понять	150
решила	сделать	150
сделаешь	это	150
сделал	это	150
сказал	что	150
сказала	что	150
сказали	что	150
стараюсь	сделать	150
считаем	что	150
считают	что	150
ты	будешь	150
ты	сделаешь	150
хотим	сделать	150
хотите	сделать	150
хотят	сделать	150
хочешь	сделать	150
чувствую	что	150
я	вижу	150
я	планирую	150
я	помню	150
я	пытаюсь	150
я	стараюсь	150
я	чувствую	150
буду	писать	130
буду	работать	130
важно	учитывать	130
выглядит	аккуратно	130
выглядит	красиво	130
выглядит	хорошо	130
делать	это	130
добавить	больше	130
добавить	еще	130
другой	вариант	130
еще	можно	130
еще	нужно	130
использовать	приложение	130
как	есть	130
лучше	выбрать	130
лучше	использовать	130
могу	понять	130
можно	выбрать	130
надо	добавить	130
надо	исправить	130
надо	понять	130
надо	проверить	130
надо	сделать	130
не	стоит	130
необходимо	учитывать	130
нужно	выбрать	130
нужно	делать	130
нужно	исправить	130
нужно	перезапустить	130
нужно	сохранить	130
нужно	убрать	130
нужно	улучшить	130
объяснить	подробнее	130
оставить	как	130
оставить	так	130
перезапустить	приложение	130
писать	текст	130
плохо	работает	130
показать	пример	130
получается	плохо	130
получается	сделать	130
получается	хорошо	130
понять	почему	130
попробовать	еще	130
потом	нужно	130
проверить	как	130
проверять	результат	130
программа	работала	130
работает	медленно	130
работает	неправильно	130
работает	нестабильно	130
работать	дальше	130
сейчас	можно	130
система	предлагала	130
сохранить	данные	130
стоит	делать	130
убрать	это	130
уже	работает	130
улучшить	качество	130
учесть	контекст	130
хорошо	работает	130
хочется	добавить	130
хочется	сделать	130
чтобы	система	130
это	должно	130
это	плохо	130
это	работало	130
это	уже	130
это	хорошо	130
этот	вариант	130
автоматической	вставки	125
автоматической	вставкой	125
без	необходимости	125
в	выпадающем	125
в	левом	125
в	начале	125
в	правом	125
введенным	текстом	125
выбора	варианта	125
выборе	слова	125
выбранному	варианту	125
выпадающем	списке	125
для	каждого	125
для	работы	125
для	текущего	125
до	конца	125
из	локальной	125
из	списка	125
к	выбранному	125
к	текущему	125
количества	букв	125
конца	слова	125
левом	блоке	125
локальной	базы	125
локальной	моделью	125
между	введенным	125
на	следующем	125
над	текущей	125
нажатия	клавиши	125
начале	слова	125
необходимости	выбирать	125
о	текущем	125
об	этом	125
около	текущей	125
основе	контекста	125
от	количества	125
перед	автоматической	125
по	результатам	125
по	частоте	125
под	текущей	125
после	автоматической	125
после	выбора	125
правом	блоке	125
при	выборе	125
при	следующем	125
работы	с	125
результатам	обучения	125
с	локальной	125
следующем	запуске	125
следующем	шаге	125
списка	вариантов	125
текущего	профиля	125
текущей	строки	125
текущем	слове	125
текущему	слову	125
у	каждого	125
формы	слова	125
частоте	использования	125
этом	варианте	125
для	того	чтобы	980
хочу	чтобы	программа	900
на	самом	деле	860
хочу	чтобы	система	860
я	хочу	сделать	850
это	должно	работать	780
не	нужно	делать	760
она	должна	работать	760
хочу	чтобы	она	760
это	может	быть	760
я	не	хочу	760
я	хочу	добавить	760
он	должен	работать	740
я	хочу	чтобы	740
в	данном	случае	720
нужно	сделать	так	720
они	должны	работать	720
это	не	работает	720
можно	сделать	так	700
не	могу	понять	700
потому	что	это	700
я	могу	сделать	700
я	не	могу	700
не	хочу	чтобы	680
с	учетом	того	680
я	думаю	что	660
я	понимаю	что	660
я	считаю	что	660
в	целом	это	650
при	этом	нужно	650
то	есть	можно	620
с	учетом	контекста	610
без	подключения	к	560
в	конце	слова	560
на	основе	выбора	560
на	этом	компьютере	560
по	введенным	буквам	560
по	текущему	контексту	560
после	введения	слова	560
при	вводе	текста	560
с	учетом	формы	560
более	того	это	360
в	зависимости	от	360
в	итоге	нужно	360
в	итоге	получилось	360
в	связи	с	360
в	целом	работает	360
важно	чтобы	программа	360
вместо	того	чтобы	360
возможно	это	связано	360
вопрос	в	том	360
данном	случае	нужно	360
дело	в	том	360
должен	работать	так	360
должна	работать	так	360
должно	работать	так	360
должны	работать	так	360
если	нужно	сделать	360
если	программа	работает	360
если	это	работает	360
если	я	пишу	360
как	будто	это	360
как	только	программа	360
когда	программа	работает	360
когда	я	пишу	360
кроме	того	можно	360
лучше	сделать	так	360
мне	кажется	что	360
можно	сделать	лучше	360
несмотря	на	то	360
нужно	чтобы	программа	360
перед	тем	как	360
по	этой	причине	360
после	того	как	360
потому	что	программа	360
потому	что	я	360
при	этом	важно	360
при	этом	можно	360
проблема	в	том	360
с	другой	стороны	360
с	одной	стороны	360
самом	деле	это	360
связи	с	этим	360
скорее	всего	это	360
смысл	в	том	360
таким	образом	можно	360
то	есть	программа	360
то	есть	это	360
того	чтобы	программа	360
того	чтобы	это	360
хочется	чтобы	программа	360
я	заметила	что	360
где	найти	настройки	340
где	хранится	база	340
давай	добавим	возможность	340
давай	изменим	настройки	340
давай	попробуем	еще	340
давай	проверим	как	340
давай	сделаем	так	340
давай	улучшим	интерфейс	340
как	выбрать	вариант	340
как	добавить	слово	340
как	изменить	настройки	340
как	исправить	проблему	340
как	лучше	сделать	340
как	можно	сделать	340
как	сделать	так	340
как	это	работает	340
когда	это	сработает	340
можешь	добавить	это	340
можешь	исправить	ошибку	340
можешь	проверить	код	340
можешь	сделать	так	340
попробуем	еще	раз	340
почему	программа	предлагает	340
почему	система	выбирает	340
почему	это	не	340
почему	это	работает	340
что	будет	если	340
что	можно	изменить	340
что	нужно	сделать	340
что	это	значит	340
база	должна	сохраняться	310
браузере	и	чате	310
в	браузере	и	310
в	любом	приложении	310
в	почте	и	310
в	текущем	поле	310
вариант	должен	быть	310
вертикальный	ползунок	должен	310
во	время	набора	310
выбранный	вариант	должен	310
выпадающий	список	должен	310
данные	должны	храниться	310
дизайн	должен	быть	310
интерфейс	должен	быть	310
контекст	должен	учитываться	310
локальная	модель	должна	310
модель	должна	учиться	310
на	основе	текста	310
настройки	должны	сохраняться	310
персональная	база	должна	310
подключения	к	интернету	310
подсказка	должна	быть	310
подсказка	должна	появляться	310
подсказки	должны	появляться	310
подсказки	должны	учитывать	310
ползунок	должен	выглядеть	310
после	нажатия	пробела	310
после	паузы	программа	310
почте	и	заметках	310
приложение	должно	запускаться	310
приложение	должно	работать	310
программа	будет	работать	310
программа	должна	запоминать	310
программа	должна	обучаться	310
программа	должна	предлагать	310
программа	должна	работать	310
программа	должна	учитывать	310
программа	может	дополнить	310
программа	может	предложить	310
результат	должен	быть	310
рядом	с	кареткой	310
с	учетом	падежа	310
с	учетом	рода	310
с	учетом	числа	310
система	будет	предлагать	310
система	должна	обучаться	310
система	должна	предлагать	310
система	должна	работать	310
система	должна	учитывать	310
система	может	выбрать	310
слова	должны	предлагаться	310
слово	должно	дополняться	310
список	должен	быть	310
текст	должен	дополняться	310
только	на	этом	310
вы	будете	делать	300
вы	думаете	что	300
вы	знаете	что	300
вы	можете	посмотреть	300
вы	можете	проверить	300
вы	можете	сделать	300
вы	понимаете	что	300
вы	хотите	сделать	300
мы	будем	делать	300
мы	думаем	что	300
мы	знаем	что	300
мы	можем	добавить	300
мы	можем	проверить	300
мы	можем	сделать	300
мы	понимаем	что	300
мы	сделали	это	300
мы	считаем	что	300
мы	хотим	сделать	300
он	будет	делать	300
он	думает	что	300
он	знает	что	300
он	может	помочь	300
он	может	сделать	300
он	понимает	что	300
он	сделал	это	300
он	сказал	что	300
он	считает	что	300
он	хочет	сделать	300
она	будет	делать	300
она	думает	что	300
она	знает	что	300
она	может	помочь	300
она	может	сделать	300
она	понимает	что	300
она	сделала	это	300
она	сказала	что	300
она	считает	что	300
она	хочет	сделать	300
они	будут	делать	300
они	думают	что	300
они	знают	что	300
они	могут	помочь	300
они	могут	сделать	300
они	понимают	что	300
они	сделали	это	300
они	сказали	что	300
они	считают	что	300
они	хотят	сделать	300
ты	будешь	делать	300
ты	думаешь	что	300
ты	знаешь	что	300
ты	можешь	посмотреть	300
ты	можешь	проверить	300
ты	можешь	сделать	300
ты	понимаешь	что	300
ты	сделаешь	это	300
ты	хочешь	сделать	300
я	буду	делать	300
я	буду	использовать	300
я	буду	проверять	300
я	вижу	что	300
я	знаю	что	300
я	могу	объяснить	300
я	могу	показать	300
я	написала	сообщение	300
я	начала	делать	300
я	планирую	сделать	300
я	помню	что	300
я	проверила	результат	300
я	пытаюсь	понять	300
я	решила	сделать	300
я	сделала	это	300
я	стараюсь	сделать	300
я	хочу	понять	300
я	хочу	проверить	300
я	чувствую	что	300
буду	делать	это	260
буду	использовать	приложение	260
буду	писать	текст	260
буду	проверять	результат	260
буду	работать	дальше	260
важно	учитывать	контекст	260
выбрать	другой	вариант	260
еще	можно	сделать	260
еще	нужно	добавить	260
использовать	этот	вариант	260
лучше	выбрать	другой	260
лучше	использовать	этот	260
могу	добавить	возможность	260
могу	объяснить	подробнее	260
могу	показать	пример	260
могу	проверить	результат	260
могу	сделать	это	260
можно	выбрать	другой	260
можно	добавить	это	260
можно	изменить	настройки	260
можно	изменить	это	260
можно	использовать	этот	260
можно	оставить	как	260
можно	оставить	так	260
можно	попробовать	еще	260
можно	проверить	результат	260
надо	добавить	возможность	260
надо	исправить	проблему	260
надо	понять	причину	260
надо	проверить	результат	260
надо	сделать	это	260
не	получается	сделать	260
не	стоит	делать	260
необходимо	учитывать	контекст	260
нужно	выбрать	вариант	260
нужно	добавить	возможность	260
нужно	добавить	еще	260
нужно	изменить	настройки	260
нужно	изменить	это	260
нужно	исправить	проблему	260
нужно	перезапустить	приложение	260
нужно	понять	причину	260
нужно	проверить	результат	260
нужно	сделать	это	260
нужно	сохранить	данные	260
нужно	убрать	это	260
нужно	улучшить	качество	260
нужно	учесть	контекст	260
оставить	как	есть	260
попробовать	еще	раз	260
потом	можно	добавить	260
потом	нужно	проверить	260
сейчас	можно	проверить	260
сейчас	нужно	сделать	260
сейчас	это	работает	260
также	можно	добавить	260
также	нужно	учесть	260
уже	можно	использовать	260
уже	не	работает	260
хочется	добавить	больше	260
хочется	сделать	лучше	260
хочется	чтобы	это	260
хочу	добавить	возможность	260
хочу	понять	почему	260
хочу	проверить	как	260
хочу	сделать	так	260
хочу	чтобы	это	260
чтобы	программа	работала	260
чтобы	система	предлагала	260
чтобы	это	работало	260
это	будет	лучше	260
это	выглядит	странно	260
это	выглядит	хорошо	260
это	очень	важно	260
это	очень	странно	260
это	очень	удобно	260
это	плохо	работает	260
это	уже	работает	260
это	хорошо	работает	260
без	необходимости	выбирать	250
в	выпадающем	списке	250
в	левом	блоке	250
в	начале	слова	250
в	правом	блоке	250
для	каждого	пользователя	250
для	работы	с	250
для	текущего	профиля	250
до	конца	слова	250
из	локальной	базы	250
из	списка	вариантов	250
к	выбранному	варианту	250
к	текущему	слову	250
между	введенным	текстом	250
на	основе	контекста	250
на	следующем	шаге	250
над	текущей	строкой	250
о	текущем	слове	250
об	этом	варианте	250
около	текущей	строки	250
от	количества	букв	250
перед	автоматической	вставкой	250
по	результатам	обучения	250
по	частоте	использования	250
под	текущей	строкой	250
после	автоматической	вставки	250
после	выбора	варианта	250
после	нажатия	клавиши	250
при	выборе	слова	250
при	следующем	запуске	250
с	локальной	моделью	250
у	каждого	пользователя	250
учетом	формы	слова	250
в	данном	случае	нужно	540
в	связи	с	этим	540
для	того	чтобы	программа	540
для	того	чтобы	это	540
на	самом	деле	это	540
давай	попробуем	еще	раз	510
почему	это	не	работает	510
без	подключения	к	интернету	465
в	браузере	и	чате	465
в	почте	и	заметках	465
только	на	этом	компьютере	465
можно	выбрать	другой	вариант	390
можно	использовать	этот	вариант	390
можно	оставить	как	есть	390
можно	попробовать	еще	раз	390
хочу	чтобы	программа	работала	390
хочу	чтобы	система	предлагала	390
хочу	чтобы	это	работало	390
с	учетом	формы	слова	375
